sentence_id,original_text,falc_text,temperature,num_ctx,falc
1,"La cloche sonne. C'est la fin de l'année, tant attendue par tous les élèves. Une ruée de jeunes franchit la grille du collège avec des hurlements de joie. Lucas traverse la cour d'un pas léger. « Salut, bonnes vacances! », lui crient ses amis en lui faisant des signes de la main. Bonnes vacances, pense Lucas, facile à dire, mais qu'est-ce que je vais bien pouvoir faire de mes journées? Comme le magasin de ses parents reste ouvert tout l'été, la famille ne part pas. Ses copains, eux, seront tous par monts et par vaux. Et, comble de malchance, Manon, la petite-fille des voisins, ne vient pas au village cet été. Elle a appelé Lucas de l'aéroport pour lui annoncer qu'elle ratait deux jours de classe pour partir pour l'Afrique avec ses parents. Elle avait l'air si contente de faire un safari-photo ! Lucas se réjouit pour elle, mais au fond, il est déçu de ne pas la revoir. Il doit bien l'admettre : Manon lui manque terriblement.",La cloche sonne. L'école est finie. Super ! Ce sont les vacances. Mais Lucas se demande : « Que faire de mes vacances ? » Manon ne vient pas en vacances chez son papi et sa mamie. Manon fait un safari en Afrique avec son papa et sa maman. Lucas est triste de ne pas voir Manon.,0.3,12288," La cloche sonne. C'est la fin de l'année. Les élèves sont heureux. Lucas traverse la cour. « Bonnes vacances ! » dit ses amis. Mais Lucas ne sait pas ce qu'il va faire. Son magasin reste ouvert tout l'été, mais ses copains partent. Pire encore, Manon, la petite-fille des voisins, ne vient pas au village cet été. Elle est partie en Afrique avec ses parents. Lucas est triste de ne pas la revoir. Il manque terriblement Manon."
1,"La cloche sonne. C'est la fin de l'année, tant attendue par tous les élèves. Une ruée de jeunes franchit la grille du collège avec des hurlements de joie. Lucas traverse la cour d'un pas léger. « Salut, bonnes vacances! », lui crient ses amis en lui faisant des signes de la main. Bonnes vacances, pense Lucas, facile à dire, mais qu'est-ce que je vais bien pouvoir faire de mes journées? Comme le magasin de ses parents reste ouvert tout l'été, la famille ne part pas. Ses copains, eux, seront tous par monts et par vaux. Et, comble de malchance, Manon, la petite-fille des voisins, ne vient pas au village cet été. Elle a appelé Lucas de l'aéroport pour lui annoncer qu'elle ratait deux jours de classe pour partir pour l'Afrique avec ses parents. Elle avait l'air si contente de faire un safari-photo ! Lucas se réjouit pour elle, mais au fond, il est déçu de ne pas la revoir. Il doit bien l'admettre : Manon lui manque terriblement.",La cloche sonne. L'école est finie. Super ! Ce sont les vacances. Mais Lucas se demande : « Que faire de mes vacances ? » Manon ne vient pas en vacances chez son papi et sa mamie. Manon fait un safari en Afrique avec son papa et sa maman. Lucas est triste de ne pas voir Manon.,0.5,12288," La cloche sonne. C'est l'été. Lucas traverse la cour du collège avec ses amis. « Bonnes vacances ! » ils crient. Mais où est-elle, sa copine ? Elle ne viendra pas au village cet été. Elle va faire un safari-photo en Afrique. Lucas est contente pour elle mais il manque déjà sa copine."
1,"La cloche sonne. C'est la fin de l'année, tant attendue par tous les élèves. Une ruée de jeunes franchit la grille du collège avec des hurlements de joie. Lucas traverse la cour d'un pas léger. « Salut, bonnes vacances! », lui crient ses amis en lui faisant des signes de la main. Bonnes vacances, pense Lucas, facile à dire, mais qu'est-ce que je vais bien pouvoir faire de mes journées? Comme le magasin de ses parents reste ouvert tout l'été, la famille ne part pas. Ses copains, eux, seront tous par monts et par vaux. Et, comble de malchance, Manon, la petite-fille des voisins, ne vient pas au village cet été. Elle a appelé Lucas de l'aéroport pour lui annoncer qu'elle ratait deux jours de classe pour partir pour l'Afrique avec ses parents. Elle avait l'air si contente de faire un safari-photo ! Lucas se réjouit pour elle, mais au fond, il est déçu de ne pas la revoir. Il doit bien l'admettre : Manon lui manque terriblement.",La cloche sonne. L'école est finie. Super ! Ce sont les vacances. Mais Lucas se demande : « Que faire de mes vacances ? » Manon ne vient pas en vacances chez son papi et sa mamie. Manon fait un safari en Afrique avec son papa et sa maman. Lucas est triste de ne pas voir Manon.,0.7,12288," La cloche sonne. C'est la fin de l'année. Les élèves sont heureux. Lucas traverse la cour sans joie. Son ami, Manon, ne viendra pas au village cet été. Il est déçu."
1,"La cloche sonne. C'est la fin de l'année, tant attendue par tous les élèves. Une ruée de jeunes franchit la grille du collège avec des hurlements de joie. Lucas traverse la cour d'un pas léger. « Salut, bonnes vacances! », lui crient ses amis en lui faisant des signes de la main. Bonnes vacances, pense Lucas, facile à dire, mais qu'est-ce que je vais bien pouvoir faire de mes journées? Comme le magasin de ses parents reste ouvert tout l'été, la famille ne part pas. Ses copains, eux, seront tous par monts et par vaux. Et, comble de malchance, Manon, la petite-fille des voisins, ne vient pas au village cet été. Elle a appelé Lucas de l'aéroport pour lui annoncer qu'elle ratait deux jours de classe pour partir pour l'Afrique avec ses parents. Elle avait l'air si contente de faire un safari-photo ! Lucas se réjouit pour elle, mais au fond, il est déçu de ne pas la revoir. Il doit bien l'admettre : Manon lui manque terriblement.",La cloche sonne. L'école est finie. Super ! Ce sont les vacances. Mais Lucas se demande : « Que faire de mes vacances ? » Manon ne vient pas en vacances chez son papi et sa mamie. Manon fait un safari en Afrique avec son papa et sa maman. Lucas est triste de ne pas voir Manon.,0.9,12288," Le cloche sonne. C'est fin d'année. Tout le monde court vers la grille du collège. Lucas traverse la cour lentement. Ses amis lui font des signes de la main et disent « Bonnes vacances ! ». Mais Lucas n'a pas envie d'aller en vacances, car il reste à la maison avec ses parents qui ont un magasin qui est toujours ouvert. Il aura peur de l'ennui et son amie Manon ne revient plus ce été pour cause de vacances d'Afrique. Lucas n'aime pas ça ! Manon lui manque terriblement."
2,"En arrivant chez lui, Lucas jette son cartable dans l'entrée. Après avoir dévoré trois pains au lait et une tablette de chocolat, il s'allonge sur le canapé avec sa console de jeux. Ouf, repos! Son téléphone portable sonne, ce doit être sa maman qui veut savoir comment s'est passé le dernier jour de classe. Oh, pense Lucas, elle pourrait attendre ce soir. Allez, je vais être sympa, je réponds quand même. Il pose sa console et s'empare du téléphone. Le prénom qui s'affiche sur l'écran le surprend : Manon. Lucas répond vite. Il entend son amie hurler: « Au secours, Lucas! J'ai besoin de toi ! ». Médusé, il bafouille : « Manon ! Tu es où ? ». Pas de réponse. Un silence de mort. Le jeune homme reste bouche bée. Comment peut-il aider Manon, censée se trouver à des milliers de kilomètres de là ?","Lucas rentre dans sa maison. Il goûte. Soudain, le téléphone de Lucas sonne. C'est Manon : « Au secours, au secours! » « Je dois vite aller aider Manon. Elle est en danger. » Lucas a peur pour Manon.",0.3,12288," Lucas arrive chez lui. Il jette son sac et mange trois pains au lait et une tablette de chocolat. Il s'assied sur le canapé avec sa console de jeux. Relaxation! Son téléphone sonne, c'est peut-être sa mère qui veut savoir comment a passé le dernier jour d'école. Mais elle peut attendre ce soir. Lucas répond quand même. Il met sa console à côté et prend son téléphone. Le nom qui s'affiche sur l'écran le surprend : Manon. Lucas répond vite. Il entend Manon crier : « Au secours, Lucas ! J'ai besoin de toi ! ». Lucas est étonné : ""Manon, où es-tu ?"" Pas de réponse. Silence mortel. Lucas ne sait pas comment aider Manon, qui se trouve à des milliers de kilomètres de là."
2,"En arrivant chez lui, Lucas jette son cartable dans l'entrée. Après avoir dévoré trois pains au lait et une tablette de chocolat, il s'allonge sur le canapé avec sa console de jeux. Ouf, repos! Son téléphone portable sonne, ce doit être sa maman qui veut savoir comment s'est passé le dernier jour de classe. Oh, pense Lucas, elle pourrait attendre ce soir. Allez, je vais être sympa, je réponds quand même. Il pose sa console et s'empare du téléphone. Le prénom qui s'affiche sur l'écran le surprend : Manon. Lucas répond vite. Il entend son amie hurler: « Au secours, Lucas! J'ai besoin de toi ! ». Médusé, il bafouille : « Manon ! Tu es où ? ». Pas de réponse. Un silence de mort. Le jeune homme reste bouche bée. Comment peut-il aider Manon, censée se trouver à des milliers de kilomètres de là ?","Lucas rentre dans sa maison. Il goûte. Soudain, le téléphone de Lucas sonne. C'est Manon : « Au secours, au secours! » « Je dois vite aller aider Manon. Elle est en danger. » Lucas a peur pour Manon.",0.5,12288," Lucas jette son sac et mange trois pains au lait et une tablette de chocolat. Il se couche sur le canapé avec sa console de jeux. Son téléphone sonne. C'est Manon qui veut savoir comment s'est passé sa dernière journée à l'école. Lucas répond. « Manon, où es-tu ? » Elle ne répond pas. Il reste stupide. Comment peut-il aider Manon qui est loin de lui ?"
2,"En arrivant chez lui, Lucas jette son cartable dans l'entrée. Après avoir dévoré trois pains au lait et une tablette de chocolat, il s'allonge sur le canapé avec sa console de jeux. Ouf, repos! Son téléphone portable sonne, ce doit être sa maman qui veut savoir comment s'est passé le dernier jour de classe. Oh, pense Lucas, elle pourrait attendre ce soir. Allez, je vais être sympa, je réponds quand même. Il pose sa console et s'empare du téléphone. Le prénom qui s'affiche sur l'écran le surprend : Manon. Lucas répond vite. Il entend son amie hurler: « Au secours, Lucas! J'ai besoin de toi ! ». Médusé, il bafouille : « Manon ! Tu es où ? ». Pas de réponse. Un silence de mort. Le jeune homme reste bouche bée. Comment peut-il aider Manon, censée se trouver à des milliers de kilomètres de là ?","Lucas rentre dans sa maison. Il goûte. Soudain, le téléphone de Lucas sonne. C'est Manon : « Au secours, au secours! » « Je dois vite aller aider Manon. Elle est en danger. » Lucas a peur pour Manon.",0.7,12288," Lucas jette son sac d'école. Il mange trois pains au lait et une tablette de chocolat. Puis il s'allonge sur le canapé avec sa console de jeux. Bien, il va reposer. Son téléphone portable sonne, c'est Manon qui lui demande de l'aide. Lucas est surpris. Il répond. « Où es-tu Manon ? » Mais pas de réponse. Le silence de mort s'installe. Lucas reste bouche bée. Comment peut-il aider Manon, loin de chez elle ?"
2,"En arrivant chez lui, Lucas jette son cartable dans l'entrée. Après avoir dévoré trois pains au lait et une tablette de chocolat, il s'allonge sur le canapé avec sa console de jeux. Ouf, repos! Son téléphone portable sonne, ce doit être sa maman qui veut savoir comment s'est passé le dernier jour de classe. Oh, pense Lucas, elle pourrait attendre ce soir. Allez, je vais être sympa, je réponds quand même. Il pose sa console et s'empare du téléphone. Le prénom qui s'affiche sur l'écran le surprend : Manon. Lucas répond vite. Il entend son amie hurler: « Au secours, Lucas! J'ai besoin de toi ! ». Médusé, il bafouille : « Manon ! Tu es où ? ». Pas de réponse. Un silence de mort. Le jeune homme reste bouche bée. Comment peut-il aider Manon, censée se trouver à des milliers de kilomètres de là ?","Lucas rentre dans sa maison. Il goûte. Soudain, le téléphone de Lucas sonne. C'est Manon : « Au secours, au secours! » « Je dois vite aller aider Manon. Elle est en danger. » Lucas a peur pour Manon.",0.9,12288," Lucas arrive à la maison. Mange trois pain au lait et une tablette chocolatée. Se couche sur le canapé avec sa console de jeu. Pause! Son téléphone sonne, c'est peut-être sa mère qui veut savoir comment s'est passé la dernière journée à l'école. Mais elle peut se reposer ce soir. Lucas prendra le temps de répondre quand même. Il met sa console de jeu côté et prend son téléphone. Le nom qui apparaît sur écran lui fait peur: Manon. Il répond vite. Il entend sa copine hurler : ""Aide moi, Lucas!"" Ouf! Lui est perdu. Comment peut-il aider Manon? Il n'est pas près d'elle."
3,"Lucas prend son visage entre ses mains et réfléchit. Une seule solution : demander conseil à Flairtout, son ami le chien détective. Il remet ses sandales et court jusqu'à la clairière. Flairtout se trouve déjà aux commandes de Luna, sa soucoupe volante. Il s'écrie : « Viens vite, Lucas! Manon est en danger ! ». À ces mots, les yeux de Lucas s'embuent de larmes. Il ne supporterait pas qu'il arrive quoi que ce soit à son amie. « Nous partons la rejoindre en Afrique », continue Flairtout. Lucas n'en revient pas. Lui qui n'a jamais quitté son pays! Il reprend vite ses esprits et décide de laisser un message sur le répondeur de sa maison pour rassurer ses parents. Il compose le numéro et prend sa voix la plus naturelle possible : « C'est Lucas, je suis invité par un copain à dormir chez lui, bisous! » Le jeune homme n'a pas l'habitude de mentir, mais il lui semble impossible d'évoquer un départ imminent vers le continent africain. Il imagine leur stupéfaction ! Flairtout lui adresse un clin d'œil complice. Luna décolle. Voici Lucas et Flairtout en route pour une nouvelle aventure…","Seul, Flairtout, le chien détective, peut aider Lucas. Lucas retrouve Flairtout dans la forêt. Nos 2 amis montent dans la soucoupe. Lucas téléphone à sa maman pour la rassurer. « Luna, décollage ! Nous allons en Afrique retrouver Manon. » En route pour une nouvelle aventure !",0.3,12288," Lucas prend son visage entre ses mains. Il doit demander conseil à Flairtout, son ami le chien détective. Il court jusqu'à la clairière où se trouve déjà Flairtout avec sa soucoupe volante. « Viens vite, Lucas ! Manon est en danger ! » dit Flairtout. Les yeux de Lucas s'embuent de larmes. Il ne veut pas que quelque chose arrive à son amie. « Nous allons partir pour l'Afrique », continue Flairtout. Mais Lucas n'a jamais quitté son pays ! Il reprend vite ses esprits et compose un message sur le répondeur de sa maison pour rassurer ses parents : « C'est Lucas, je suis invité par un copain à dormir chez lui, bisous ! » Flairtout lui adresse un clin d'œil complice. Luna décolle. Lucas et Flairtout sont en route pour une nouvelle aventure."
3,"Lucas prend son visage entre ses mains et réfléchit. Une seule solution : demander conseil à Flairtout, son ami le chien détective. Il remet ses sandales et court jusqu'à la clairière. Flairtout se trouve déjà aux commandes de Luna, sa soucoupe volante. Il s'écrie : « Viens vite, Lucas! Manon est en danger ! ». À ces mots, les yeux de Lucas s'embuent de larmes. Il ne supporterait pas qu'il arrive quoi que ce soit à son amie. « Nous partons la rejoindre en Afrique », continue Flairtout. Lucas n'en revient pas. Lui qui n'a jamais quitté son pays! Il reprend vite ses esprits et décide de laisser un message sur le répondeur de sa maison pour rassurer ses parents. Il compose le numéro et prend sa voix la plus naturelle possible : « C'est Lucas, je suis invité par un copain à dormir chez lui, bisous! » Le jeune homme n'a pas l'habitude de mentir, mais il lui semble impossible d'évoquer un départ imminent vers le continent africain. Il imagine leur stupéfaction ! Flairtout lui adresse un clin d'œil complice. Luna décolle. Voici Lucas et Flairtout en route pour une nouvelle aventure…","Seul, Flairtout, le chien détective, peut aider Lucas. Lucas retrouve Flairtout dans la forêt. Nos 2 amis montent dans la soucoupe. Lucas téléphone à sa maman pour la rassurer. « Luna, décollage ! Nous allons en Afrique retrouver Manon. » En route pour une nouvelle aventure !",0.5,12288," Lucas prend son ami, Flairtout, le chien détective, entre ses mains et réfléchit : « Manon est en danger ! » Lucas se met à pleurer. Il ne peut pas supporter qu'il arrive quelque chose à son amie. Ils ont décidé de partir en Afrique pour la rejoindre. Lucas a déjà rassemblé ses affaires et prépare à appeler ses parents pour leur dire qu'il va dormir chez un copain, mais il n'a pas l'habitude de mentir. Il est stupéfait à l'idée d'évoquer son départ imminent vers le continent africain. Flairtout lui adresse un clin d'œil complice et ils partent en route pour une nouvelle aventure…"
